Date,Open,High,Low,Close,Adj Close,Volume,Stock Name,P_mean,P_sum,twt_count
2021-10-05,224.2700042724609,226.4499969482422,222.4199981689453,224.4199981689453,224.4199981689453,5687300,BA,-1.0,-1,1
2021-10-06,221.0800018310547,225.07000732421875,219.1999969482422,224.9900054931641,224.9900054931641,7157600,BA,-0.8,-4,5
2021-10-07,227.33999633789065,229.0,225.8999938964844,226.47999572753903,226.47999572753903,7748500,BA,-0.5,-1,2
2021-10-08,226.75,228.7100067138672,225.3999938964844,226.38999938964844,226.38999938964844,4515000,BA,-0.5,-1,2
2021-10-11,226.5,232.1000061035156,225.32000732421875,226.4499969482422,226.4499969482422,7287000,BA,0.0,0,1
2021-10-12,226.0,228.66000366210932,223.1199951171875,223.57000732421875,223.57000732421875,8486800,BA,-1.0,-2,2
2021-10-13,224.0,224.3000030517578,219.3600006103516,221.77999877929688,221.77999877929688,8240200,BA,-1.0,-1,1
2021-10-14,221.07000732421875,222.17999267578125,217.0399932861328,217.44000244140625,217.44000244140625,10427300,BA,-0.6666666666666666,-2,3
2021-10-15,218.1699981689453,219.6100006103516,216.27999877929688,217.0399932861328,217.0399932861328,8773400,BA,-0.75,-3,4
2021-10-18,216.0,217.27999877929688,214.0500030517578,216.97999572753903,216.97999572753903,6553500,BA,-0.5,-1,2
2021-10-19,217.47000122070312,217.66000366210932,215.27999877929688,215.97000122070312,215.97000122070312,5963400,BA,-1.0,-3,3
2021-10-20,215.4900054931641,218.66000366210932,214.3500061035156,216.1699981689453,216.1699981689453,8485200,BA,-1.0,-2,2
2021-10-21,216.5399932861328,218.1100006103516,213.8099975585937,214.33999633789065,214.33999633789065,8691500,BA,-1.0,-1,1
2021-10-22,214.6000061035156,216.72000122070312,212.5800018310547,212.97000122070312,212.97000122070312,7077600,BA,-1.0,-2,2
2021-10-25,213.25,213.97999572753903,211.6999969482422,212.8699951171875,212.8699951171875,7239100,BA,-1.0,-2,2
2021-10-26,213.19000244140625,214.8500061035156,208.17999267578125,209.8099975585937,209.8099975585937,11014500,BA,-1.0,-1,1
2021-11-02,213.8300018310547,215.72000122070312,210.6999969482422,212.7700042724609,212.7700042724609,6160200,BA,-1.0,-2,2
2021-11-03,211.47000122070312,213.759994506836,210.8699951171875,213.3800048828125,213.3800048828125,4636100,BA,-1.0,-1,1
2021-11-04,213.8000030517578,214.82000732421875,211.8699951171875,213.02999877929688,213.02999877929688,5849600,BA,-1.0,-1,1
2021-11-05,217.6999969482422,224.5800018310547,217.6999969482422,224.4600067138672,224.4600067138672,16936300,BA,-1.0,-1,1
2021-11-08,225.2400054931641,226.9900054931641,222.1100006103516,222.67999267578125,222.67999267578125,9456100,BA,-1.0,-2,2
2021-11-09,222.4900054931641,222.8500061035156,217.5399932861328,220.7899932861328,220.7899932861328,6863700,BA,-1.0,-3,3
2021-11-10,219.3600006103516,225.67999267578125,217.2700042724609,218.5,218.5,8197600,BA,-1.0,-1,1
2021-11-11,220.5,222.6499938964844,218.8999938964844,219.3800048828125,219.3800048828125,6567300,BA,-1.0,-1,1
2021-11-12,219.72000122070312,223.75,218.8999938964844,220.9600067138672,220.9600067138672,6419900,BA,-1.0,-4,4
2021-11-15,227.3699951171875,233.94000244140625,226.9199981689453,233.08999633789065,233.08999633789065,21921900,BA,-0.5,-4,8
2021-11-16,232.94000244140625,232.9499969482422,225.509994506836,225.8000030517578,225.8000030517578,10120200,BA,-0.5,-2,4
2021-11-18,230.3000030517578,231.5,224.9499969482422,227.25,227.25,10983700,BA,-0.6666666666666666,-2,3
2021-11-19,225.07000732421875,225.3300018310547,213.22999572753903,214.1300048828125,214.1300048828125,20844100,BA,-1.0,-3,3
2021-11-22,215.0,215.0200042724609,208.9499969482422,209.8999938964844,209.8999938964844,10764300,BA,-0.6666666666666666,-2,3
2021-11-23,211.5,212.9900054931641,207.7700042724609,209.1300048828125,209.1300048828125,8882800,BA,-0.3333333333333333,-1,3
2021-11-26,197.57000732421875,199.4199981689453,194.0,199.2100067138672,199.2100067138672,17636600,BA,-0.3333333333333333,-1,3
2021-12-01,200.8099975585937,201.6199951171875,188.0,188.19000244140625,188.19000244140625,13268700,BA,-1.0,-2,2
2021-12-02,196.8000030517578,202.5399932861328,192.41000366210932,202.3800048828125,202.3800048828125,20435400,BA,-1.0,-2,2
2021-12-03,198.6999969482422,199.8999938964844,195.4199981689453,198.4900054931641,198.4900054931641,10742700,BA,-0.75,-3,4
2021-12-06,199.7700042724609,206.4199981689453,199.1999969482422,205.8800048828125,205.8800048828125,11587900,BA,-0.5,-1,2
2021-12-09,207.52999877929688,208.5500030517578,205.1999969482422,207.5599975585937,207.5599975585937,7011000,BA,-1.0,-2,2
2021-12-14,195.6000061035156,200.5,195.17999267578125,195.5,195.5,8445100,BA,-1.0,-1,1
2021-12-15,195.27999877929688,196.5800018310547,190.32000732421875,195.42999267578125,195.42999267578125,10535900,BA,-1.0,-3,3
2021-12-16,197.0,198.32000732421875,190.44000244140625,190.7899932861328,190.7899932861328,8216800,BA,-1.0,-1,1
2021-12-17,190.2700042724609,194.7700042724609,187.8800048828125,192.6300048828125,192.6300048828125,12618300,BA,-0.5,-1,2
2021-12-20,188.1100006103516,190.3600006103516,185.259994506836,188.47999572753903,188.47999572753903,10256400,BA,-1.0,-1,1
2021-12-21,190.27999877929688,199.69000244140625,190.0399932861328,199.5200042724609,199.5200042724609,12082300,BA,-1.0,-2,2
2021-12-22,199.4600067138672,202.92999267578125,197.94000244140625,201.69000244140625,201.69000244140625,8145300,BA,-1.0,-2,2
2021-12-23,202.1300048828125,205.1300048828125,201.32000732421875,204.22000122070312,204.22000122070312,7415200,BA,-1.0,-1,1
2021-12-28,202.22999572753903,208.94000244140625,201.6499938964844,206.1300048828125,206.1300048828125,8879700,BA,-1.0,-2,2
2021-12-29,205.3600006103516,205.41000366210932,202.6000061035156,203.66000366210932,203.66000366210932,6119000,BA,-1.0,-1,1
2021-12-30,203.0,206.0,202.6000061035156,202.7100067138672,202.7100067138672,7012600,BA,0.0,0,1
2022-01-04,211.3000030517578,214.5599975585937,209.77999877929688,213.6300048828125,213.6300048828125,11414600,BA,-1.0,-5,5
2022-01-05,216.63999938964844,218.92999267578125,211.8099975585937,213.07000732421875,213.07000732421875,11564700,BA,0.0,0,1
2022-01-06,214.63999938964844,216.0,207.8600006103516,211.33999633789065,211.33999633789065,7142200,BA,-1.0,-1,1
2022-01-07,212.97999572753903,218.32000732421875,212.3800048828125,215.5,215.5,9526400,BA,-1.0,-1,1
2022-01-10,214.259994506836,215.27999877929688,207.1300048828125,209.3099975585937,209.3099975585937,8229000,BA,-0.5,-1,2
2022-01-11,209.0,217.02999877929688,208.41000366210932,216.0200042724609,216.0200042724609,8098400,BA,0.0,0,1
2022-01-12,217.08999633789065,221.2400054931641,216.3000030517578,217.4499969482422,217.4499969482422,9134500,BA,-1.0,-6,6
2022-01-13,222.25,226.88999938964844,220.0500030517578,223.8999938964844,223.8999938964844,17628000,BA,-0.5,-1,2
2022-01-14,222.16000366210932,226.1999969482422,220.25,225.9600067138672,225.9600067138672,8053500,BA,-1.0,-1,1
2022-01-18,224.5,229.6699981689453,224.259994506836,225.009994506836,225.009994506836,8930700,BA,-1.0,-4,4
2022-01-19,225.1000061035156,225.4199981689453,216.94000244140625,217.0800018310547,217.0800018310547,9382800,BA,-0.3333333333333333,-1,3
2022-01-25,200.1000061035156,205.6300048828125,197.5500030517578,204.1000061035156,204.1000061035156,8824500,BA,-1.0,-1,1
2022-01-26,206.2100067138672,206.2100067138672,191.9199981689453,194.2700042724609,194.2700042724609,19974400,BA,-1.0,-4,4
2022-01-27,196.3800048828125,199.7100067138672,188.63999938964844,189.75,189.75,12670100,BA,-1.0,-1,1
2022-01-31,190.72999572753903,200.33999633789065,190.0,200.2400054931641,200.2400054931641,15504600,BA,-0.5,-1,2
2022-02-02,205.42999267578125,208.38999938964844,203.2100067138672,207.5200042724609,207.5200042724609,7843700,BA,-1.0,-2,2
2022-02-03,206.0599975585937,209.1000061035156,204.259994506836,206.38999938964844,206.38999938964844,7054700,BA,0.0,0,2
2022-02-04,205.0,208.25,203.1000061035156,206.4499969482422,206.4499969482422,5952600,BA,-1.0,-1,1
2022-02-07,205.7899932861328,214.3699951171875,205.4199981689453,211.9199981689453,211.9199981689453,11816900,BA,-0.5,-2,4
2022-02-08,212.67999267578125,213.8699951171875,209.69000244140625,213.2700042724609,213.2700042724609,7356200,BA,-1.0,-1,1
2022-02-09,214.91000366210932,217.0399932861328,213.3000030517578,215.8600006103516,215.8600006103516,7587700,BA,0.0,0,1
2022-02-16,216.1000061035156,219.67999267578125,215.27999877929688,218.92999267578125,218.92999267578125,5698900,BA,-1.0,-1,1
2022-02-17,218.47000122070312,218.5800018310547,212.6699981689453,213.5800018310547,213.5800018310547,6176600,BA,-1.0,-1,1
2022-02-18,212.5599975585937,214.72999572753903,208.6000061035156,209.02999877929688,209.02999877929688,6973600,BA,-0.5,-1,2
2022-02-23,201.1300048828125,203.25,195.91000366210932,196.4199981689453,196.4199981689453,7326300,BA,-1.0,-3,3
2022-02-24,189.2899932861328,198.8600006103516,186.8800048828125,198.42999267578125,198.42999267578125,12207600,BA,0.0,0,1
2022-02-25,201.08999633789065,204.07000732421875,199.1000061035156,201.47999572753903,201.47999572753903,8730300,BA,-1.0,-1,1
2022-03-01,203.1100006103516,203.5,192.92999267578125,194.91000366210932,194.91000366210932,11799500,BA,0.0,0,2
2022-03-03,197.94000244140625,198.5,188.7100067138672,188.8500061035156,188.8500061035156,12424500,BA,-1.0,-2,2
2022-03-04,187.3699951171875,188.32000732421875,178.97000122070312,180.83999633789065,180.83999633789065,13084000,BA,-1.0,-1,1
2022-03-07,181.02999877929688,182.72000122070312,169.05999755859375,169.1699981689453,169.1699981689453,12847500,BA,-1.0,-4,4
2022-03-08,169.72999572753906,180.82000732421875,167.5800018310547,173.8000030517578,173.8000030517578,13715500,BA,-1.0,-1,1
2022-03-09,179.8000030517578,182.8699951171875,177.41000366210938,178.55999755859375,178.55999755859375,10062100,BA,-1.0,-1,1
2022-03-10,175.75999450683594,182.0200042724609,175.38999938964844,178.38999938964844,178.38999938964844,8364100,BA,-1.0,-2,2
2022-03-11,183.58999633789065,184.8600006103516,175.9499969482422,176.22999572753906,176.22999572753906,9373600,BA,-1.0,-1,1
2022-03-15,176.3000030517578,180.5,175.60000610351562,179.88999938964844,179.88999938964844,8051500,BA,-1.0,-2,2
2022-03-18,192.07000732421875,193.3800048828125,190.1000061035156,192.8300018310547,192.8300018310547,12849600,BA,-1.0,-1,1
2022-03-21,184.3999938964844,187.2700042724609,180.6100006103516,185.8999938964844,185.8999938964844,27369600,BA,-0.4,-2,5
2022-03-22,185.2400054931641,192.8600006103516,184.5200042724609,191.0399932861328,191.0399932861328,14378500,BA,-1.0,-1,1
2022-03-23,189.6699981689453,190.16000366210932,185.02999877929688,186.0399932861328,186.0399932861328,8297800,BA,-1.0,-2,2
2022-03-25,187.759994506836,191.6999969482422,186.92999267578125,188.9499969482422,188.9499969482422,6365600,BA,1.0,1,1
2022-03-28,188.42999267578125,189.259994506836,184.47000122070312,188.16000366210932,188.16000366210932,6904100,BA,-1.0,-1,1
2022-04-04,190.0200042724609,191.83999633789065,186.91000366210932,191.17999267578125,191.17999267578125,7792100,BA,-1.0,-1,1
2022-04-05,189.6999969482422,192.3500061035156,182.5200042724609,182.6499938964844,182.6499938964844,9371600,BA,-1.0,-2,2
2022-04-06,180.3999938964844,180.57000732421875,176.5800018310547,178.72000122070312,178.72000122070312,8173900,BA,-1.0,-1,1
2022-04-08,176.5399932861328,178.1300048828125,174.24000549316406,175.1999969482422,175.1999969482422,6524100,BA,-1.0,-1,1
2022-04-11,173.83999633789062,179.6699981689453,173.39999389648438,175.02999877929688,175.02999877929688,6001100,BA,-1.0,-1,1
2022-04-12,175.5,178.5,174.52999877929688,176.27999877929688,176.27999877929688,6125100,BA,-1.0,-4,4
2022-04-13,176.9600067138672,183.4600067138672,176.9600067138672,182.8699951171875,182.8699951171875,7399900,BA,-1.0,-1,1
2022-04-14,182.75,185.5399932861328,181.63999938964844,181.94000244140625,181.94000244140625,5144600,BA,-1.0,-1,1
2022-04-20,187.2400054931641,187.33999633789065,182.8600006103516,183.5500030517578,183.5500030517578,6824300,BA,-1.0,-3,3
2022-04-22,180.77999877929688,182.6699981689453,176.5,176.9199981689453,176.9199981689453,6372400,BA,-0.5,-1,2
2022-04-25,174.50999450683594,176.0800018310547,172.4499969482422,175.91000366210938,175.91000366210938,6293100,BA,-1.0,-3,3
2022-04-26,174.75999450683594,174.8699951171875,166.85000610351562,167.0399932861328,167.0399932861328,9277300,BA,-1.0,-1,1
2022-04-27,161.25,161.25,146.0,154.4600067138672,154.4600067138672,40371700,BA,0.0,0,4
2022-04-28,156.61000061035156,156.7899932861328,149.0,154.22000122070312,154.22000122070312,13518800,BA,-1.0,-1,1
2022-04-29,153.44000244140625,157.02999877929688,148.52000427246094,148.83999633789062,148.83999633789062,10880300,BA,-0.5,-1,2
2022-05-03,149.08999633789062,154.4499969482422,147.91000366210938,153.5800018310547,153.5800018310547,10149500,BA,-1.0,-1,1
2022-05-09,146.0,146.9499969482422,132.64999389648438,133.30999755859375,133.30999755859375,12593800,BA,0.0,0,1
2022-05-11,132.9499969482422,138.9600067138672,129.11000061035156,129.38999938964844,129.38999938964844,11388400,BA,-1.0,-1,1
2022-05-13,124.9800033569336,130.8000030517578,122.37999725341795,127.1999969482422,127.1999969482422,20891500,BA,-1.0,-1,1
2022-05-16,127.0500030517578,131.1199951171875,122.3499984741211,124.0500030517578,124.0500030517578,10631600,BA,-1.0,-1,1
2022-05-17,126.91000366210938,132.8300018310547,125.79000091552734,132.0500030517578,132.0500030517578,12154200,BA,-1.0,-1,1
2022-05-19,124.4000015258789,128.39999389648438,123.6999969482422,127.13999938964844,127.13999938964844,8075800,BA,-1.0,-2,2
2022-05-23,121.6999969482422,124.4800033569336,120.33999633789062,124.06999969482422,124.06999969482422,9341500,BA,-1.0,-1,1
2022-05-24,122.44000244140624,122.6999969482422,117.29000091552734,119.4000015258789,119.4000015258789,9092400,BA,-1.0,-1,1
2022-05-25,119.16999816894533,122.5999984741211,118.76000213623048,122.05999755859376,122.05999755859376,7707900,BA,-1.0,-3,3
2022-05-31,131.02999877929688,132.99000549316406,128.86000061035156,131.39999389648438,131.39999389648438,7953700,BA,-1.0,-1,1
2022-06-01,133.0,134.3300018310547,127.01000213623048,130.64999389648438,130.64999389648438,9991600,BA,-1.0,-1,1
2022-06-03,138.52000427246094,140.6999969482422,137.58999633789062,139.25,139.25,10091800,BA,0.0,0,2
2022-06-08,139.1300048828125,142.2100067138672,138.44000244140625,139.6300048828125,139.6300048828125,5833700,BA,1.0,1,1
2022-06-10,130.27000427246094,132.19000244140625,126.8499984741211,127.0,127.0,7770700,BA,-1.0,-2,2
2022-06-13,123.0,123.25,114.13999938964844,115.86000061035156,115.86000061035156,16778500,BA,-0.5,-1,2
2022-06-15,124.3499984741211,134.99000549316406,123.83000183105467,133.72000122070312,133.72000122070312,25997800,BA,-1.0,-1,1
2022-06-16,131.6999969482422,135.33999633789062,131.25999450683594,133.36000061035156,133.36000061035156,19543600,BA,-1.0,-1,1
2022-06-21,139.1699981689453,140.94000244140625,135.83999633789062,136.75,136.75,10519900,BA,0.0,0,1
2022-07-01,135.8800048828125,141.7899932861328,135.39999389648438,139.83999633789062,139.83999633789062,7627100,BA,1.0,1,1
2022-07-06,137.5399932861328,138.7100067138672,134.4600067138672,136.30999755859375,136.30999755859375,6608000,BA,-1.0,-1,1
2022-07-07,137.92999267578125,142.27999877929688,137.89999389648438,139.97000122070312,139.97000122070312,7674400,BA,-1.0,-2,2
2022-07-08,139.6999969482422,140.74000549316406,137.3699951171875,139.07000732421875,139.07000732421875,5655500,BA,-1.0,-1,1
2022-07-12,136.86000061035156,149.32000732421875,136.80999755859375,147.14999389648438,147.14999389648438,18598200,BA,-1.0,-1,1
2022-07-13,142.7899932861328,146.41000366210938,142.17999267578125,143.9499969482422,143.9499969482422,9038700,BA,-1.0,-1,1
2022-07-15,149.1699981689453,149.74000549316406,144.64999389648438,147.74000549316406,147.74000549316406,7910400,BA,0.0,0,1
2022-07-18,153.30999755859375,155.94000244140625,147.1999969482422,147.72000122070312,147.72000122070312,13948500,BA,-1.0,-1,1
2022-07-19,149.61000061035156,156.27999877929688,148.97000122070312,156.1300048828125,156.1300048828125,14183000,BA,1.0,1,1
2022-07-20,156.0,159.39999389648438,154.25999450683594,158.3800048828125,158.3800048828125,8668600,BA,-1.0,-1,1
2022-07-25,156.94000244140625,157.30999755859375,152.83999633789062,156.63999938964844,156.63999938964844,5764700,BA,-0.5,-1,2
2022-07-26,155.24000549316406,158.17999267578125,154.5,155.9199981689453,155.9199981689453,6053100,BA,-1.0,-1,1
2022-07-27,161.1199951171875,162.74000549316406,152.8000030517578,156.08999633789062,156.08999633789062,16356600,BA,-1.0,-1,1
2022-08-01,165.9499969482422,171.75999450683594,164.25,169.07000732421875,169.07000732421875,18321600,BA,-1.0,-1,1
2022-08-02,167.0,167.3300018310547,163.13999938964844,163.27999877929688,163.27999877929688,10874300,BA,-1.0,-1,1
2022-08-08,166.41000366210938,171.08999633789062,164.7100067138672,165.88999938964844,165.88999938964844,11293200,BA,-0.5,-1,2
2022-08-11,170.5,171.75999450683594,167.0500030517578,167.8800048828125,167.8800048828125,4996800,BA,-0.5,-1,2
2022-08-12,168.38999938964844,170.11000061035156,167.57000732421875,169.99000549316406,169.99000549316406,4345200,BA,0.0,0,1
2022-08-15,169.2899932861328,172.5500030517578,168.32000732421875,170.47000122070312,170.47000122070312,4734700,BA,-1.0,-1,1
2022-08-19,166.3300018310547,166.83999633789062,162.5800018310547,162.9199981689453,162.9199981689453,5736100,BA,-1.0,-1,1
2022-08-25,164.55999755859375,169.64999389648438,163.6999969482422,169.3800048828125,169.3800048828125,4949400,BA,-1.0,-1,1
2022-08-26,170.0,171.3699951171875,164.27000427246094,164.52999877929688,164.52999877929688,4957400,BA,1.0,1,1
2022-08-29,162.27999877929688,166.89999389648438,162.1999969482422,165.4199981689453,165.4199981689453,4727600,BA,-1.0,-1,1
2022-09-06,152.38999938964844,154.47999572753906,150.4600067138672,152.38999938964844,152.38999938964844,5210500,BA,-1.0,-1,1
2022-09-08,155.0,158.3000030517578,153.83999633789062,157.7899932861328,157.7899932861328,4949100,BA,-1.0,-1,1
2022-09-15,147.8800048828125,153.4499969482422,147.27999877929688,149.77999877929688,149.77999877929688,9792800,BA,-1.0,-2,2
2022-09-22,143.1300048828125,143.6999969482422,138.2899932861328,138.7100067138672,138.7100067138672,6311800,BA,0.0,0,3
2022-09-23,135.64999389648438,136.19000244140625,129.5,131.25999450683594,131.25999450683594,8927900,BA,1.0,1,1
2022-09-26,129.77000427246094,132.4499969482422,126.87999725341795,127.33999633789062,127.33999633789062,7095100,BA,-1.0,-1,1
